beneficiary_id,transaction_date,amount,status,payment_mode,location,is_fraudulent
B039622,2025-04-30,187.0,SUCCESS,Cash,Uttar Pradesh,False
B031605,2025-01-23,224.0,SUCCESS,Cash,Tamil Nadu,False
B022363,2026-01-13,364.0,SUCCESS,Bank Transfer,Bihar,False
B020670,2024-08-28,188.0,SUCCESS,Post Office,Uttar Pradesh,False
B018471,2026-05-27,224.0,SUCCESS,Cash,West Bengal,False
B018379,2024-12-30,105.0,SUCCESS,Bank Transfer,Others,False
B033087,2025-01-02,100.0,SUCCESS,Bank Transfer,Others,False
B002177,2025-02-03,246.35,SUCCESS,Post Office,Others,True
B033213,2024-09-29,187.0,SUCCESS,DBT,Karnataka,False
B029965,2024-09-01,224.0,SUCCESS,DBT,Others,False
B024529,2025-07-15,223.0,SUCCESS,Cash,Karnataka,False
B042564,2026-01-14,100.0,FAILED,Bank Transfer,Madhya Pradesh,False
B042732,2025-07-04,198.0,SUCCESS,Cash,Maharashtra,False
B020467,2024-06-12,230.0,SUCCESS,DBT,Maharashtra,False
B015727,2025-01-12,112.45,SUCCESS,Cash,West Bengal,True
B017887,2026-01-26,100.0,FAILED,Bank Transfer,Maharashtra,False
B004558,2024-07-02,223.0,SUCCESS,DBT,West Bengal,False
B045498,2026-04-01,194.0,SUCCESS,Post Office,Others,False
B039013,2025-09-26,117.48,SUCCESS,Post Office,Others,True
B045464,2026-01-18,100.0,SUCCESS,Post Office,Uttar Pradesh,False
B044517,2026-01-05,270.0,SUCCESS,Post Office,Others,False
B003982,2025-10-07,213.0,SUCCESS,DBT,Maharashtra,False
B001049,2025-05-08,212.0,SUCCESS,Cash,Others,False
B007547,2024-08-11,205.0,SUCCESS,Post Office,Maharashtra,False
B008070,2024-11-22,189.0,SUCCESS,Post Office,Uttar Pradesh,False
B030560,2024-12-08,337.0,SUCCESS,Bank Transfer,Bihar,False
B038724,2025-11-16,199.0,SUCCESS,Post Office,Others,False
B005580,2026-05-27,108.0,SUCCESS,Post Office,Karnataka,False
B045187,2025-08-11,334.0,FAILED,Bank Transfer,West Bengal,False
B032923,2026-05-23,216.06,SUCCESS,Cash,Rajasthan,True
B003335,2026-02-17,315.0,FAILED,DBT,Gujarat,False
B036647,2025-10-16,180.85,FAILED,Cash,Madhya Pradesh,True
B006892,2025-10-08,210.9,SUCCESS,DBT,West Bengal,True
B003878,2026-02-07,182.0,SUCCESS,DBT,Bihar,False
B044611,2025-02-19,235.0,SUCCESS,DBT,Gujarat,False
B024641,2025-05-17,255.45,SUCCESS,Post Office,Others,True
B013375,2025-07-29,173.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B034707,2024-10-30,161.0,FAILED,Cash,Maharashtra,False
B018447,2025-09-08,186.0,SUCCESS,Bank Transfer,Maharashtra,False
B016954,2025-09-03,193.0,SUCCESS,Cash,Andhra Pradesh,False
B023988,2025-10-19,264.0,SUCCESS,DBT,West Bengal,False
B004739,2025-01-28,304.0,FAILED,Bank Transfer,Andhra Pradesh,False
B020744,2026-04-13,100.0,SUCCESS,Post Office,Karnataka,False
B015057,2024-12-29,314.0,FAILED,Cash,Madhya Pradesh,False
B002077,2024-11-05,263.0,SUCCESS,Cash,Tamil Nadu,False
B025009,2025-09-21,311.0,FAILED,Bank Transfer,Karnataka,False
B046246,2026-01-16,172.0,SUCCESS,Post Office,West Bengal,False
B046252,2026-02-03,196.0,FAILED,Post Office,Others,False
B047920,2026-03-28,395.0,SUCCESS,Cash,Others,False
B020612,2024-10-26,207.59,FAILED,Post Office,Others,True
B014087,2024-06-16,168.0,SUCCESS,DBT,Rajasthan,False
B005809,2026-02-25,320.0,SUCCESS,DBT,Bihar,False
B026244,2025-12-26,254.83,SUCCESS,Post Office,Others,True
B037545,2025-12-28,221.46,SUCCESS,DBT,Others,True
B001154,2026-01-12,230.86,SUCCESS,Post Office,Others,True
B007320,2025-12-11,312.0,FAILED,DBT,Maharashtra,False
B019027,2024-12-24,103.0,SUCCESS,Post Office,Uttar Pradesh,False
B038871,2025-10-12,100.0,SUCCESS,DBT,Maharashtra,False
B008419,2026-04-12,319.0,FAILED,Bank Transfer,Others,False
B012771,2025-04-05,389.0,SUCCESS,DBT,Others,False
B043407,2024-12-14,243.0,SUCCESS,Post Office,Others,False
B026262,2025-01-11,175.0,FAILED,DBT,Karnataka,False
B018702,2025-11-22,277.0,SUCCESS,Post Office,Madhya Pradesh,False
B045724,2025-05-12,236.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B029720,2024-08-10,207.0,FAILED,Bank Transfer,Madhya Pradesh,False
B009470,2026-04-01,195.0,FAILED,Bank Transfer,Maharashtra,False
B012027,2025-03-10,356.0,SUCCESS,DBT,West Bengal,False
B016750,2024-11-21,256.0,SUCCESS,DBT,Uttar Pradesh,False
B016992,2025-05-06,214.0,SUCCESS,Cash,Uttar Pradesh,False
B031665,2024-11-08,180.0,SUCCESS,Cash,Madhya Pradesh,False
B006200,2024-11-26,166.0,FAILED,Post Office,Rajasthan,False
B007960,2025-04-21,295.0,SUCCESS,Bank Transfer,Bihar,False
B013433,2025-01-16,265.14,FAILED,DBT,Uttar Pradesh,True
B026587,2024-11-11,284.0,SUCCESS,DBT,Uttar Pradesh,False
B007678,2025-09-01,208.0,SUCCESS,DBT,Others,False
B022543,2024-08-15,257.0,FAILED,Post Office,Maharashtra,False
B049060,2024-09-27,290.0,FAILED,Post Office,Others,False
B035425,2025-10-05,304.0,SUCCESS,Cash,Karnataka,False
B013557,2025-11-23,100.0,SUCCESS,Bank Transfer,Gujarat,False
B038372,2024-12-11,325.0,SUCCESS,Post Office,Tamil Nadu,False
B045620,2026-05-21,265.0,FAILED,Bank Transfer,Gujarat,False
B039861,2025-07-12,227.0,SUCCESS,Post Office,West Bengal,False
B040942,2024-09-04,258.0,SUCCESS,Cash,Uttar Pradesh,False
B020900,2025-01-09,243.0,FAILED,DBT,Others,False
B043372,2025-02-08,199.0,SUCCESS,Cash,Gujarat,False
B012116,2026-01-24,225.0,SUCCESS,Cash,Uttar Pradesh,False
B001672,2025-08-08,117.0,SUCCESS,Cash,West Bengal,False
B029508,2026-02-02,252.85,SUCCESS,Bank Transfer,West Bengal,True
B036468,2025-04-03,269.0,SUCCESS,DBT,Others,False
B036794,2025-12-19,243.0,SUCCESS,Post Office,Andhra Pradesh,False
B037173,2026-01-05,109.0,FAILED,Cash,West Bengal,False
B046846,2024-08-03,267.0,SUCCESS,Bank Transfer,Bihar,False
B020486,2025-10-08,219.0,FAILED,Bank Transfer,Others,False
B036583,2025-06-07,178.0,FAILED,Cash,West Bengal,False
B011996,2026-01-15,222.0,SUCCESS,Post Office,Gujarat,False
B021184,2024-09-22,235.0,SUCCESS,Post Office,West Bengal,False
B011842,2024-10-13,207.0,SUCCESS,Post Office,Bihar,False
B004788,2026-04-26,100.0,SUCCESS,Cash,Maharashtra,False
B002408,2024-07-17,189.0,SUCCESS,Post Office,Others,False
B016606,2026-02-14,206.0,SUCCESS,Post Office,Uttar Pradesh,False
B040440,2024-12-12,196.05,SUCCESS,DBT,Rajasthan,True
B027516,2025-11-01,245.0,SUCCESS,Post Office,Maharashtra,False
B027138,2024-12-05,174.0,SUCCESS,Post Office,Bihar,False
B037670,2025-12-30,287.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B001778,2025-12-05,115.0,FAILED,DBT,Andhra Pradesh,False
B038622,2025-07-18,308.0,SUCCESS,DBT,Others,False
B034210,2024-11-21,241.0,FAILED,Bank Transfer,Madhya Pradesh,False
B018588,2025-07-01,207.0,FAILED,DBT,Others,False
B020128,2026-04-25,257.0,FAILED,Bank Transfer,Maharashtra,False
B042507,2024-12-06,165.0,SUCCESS,DBT,Uttar Pradesh,False
B048486,2025-04-21,219.0,SUCCESS,Cash,Uttar Pradesh,False
B026346,2024-12-04,312.0,SUCCESS,DBT,Uttar Pradesh,False
B046583,2026-03-27,273.0,SUCCESS,Post Office,Others,False
B004563,2025-09-04,199.0,SUCCESS,Bank Transfer,West Bengal,False
B001395,2025-08-08,104.0,SUCCESS,DBT,Others,False
B014603,2025-03-05,227.0,FAILED,Post Office,Uttar Pradesh,False
B026350,2025-11-28,190.0,SUCCESS,Bank Transfer,Others,False
B034490,2024-12-30,276.0,SUCCESS,Bank Transfer,Others,False
B018018,2025-04-01,193.0,SUCCESS,DBT,Bihar,False
B010540,2026-05-23,233.0,SUCCESS,Post Office,Others,False
B010759,2025-06-18,258.0,SUCCESS,Bank Transfer,Maharashtra,False
B036437,2024-10-29,116.0,SUCCESS,Post Office,Karnataka,False
B046470,2025-12-25,307.0,SUCCESS,Cash,West Bengal,False
B047746,2024-06-28,199.0,SUCCESS,Bank Transfer,Andhra Pradesh,False
B008567,2024-12-19,105.0,SUCCESS,DBT,Karnataka,False
B025882,2026-05-15,278.0,SUCCESS,Bank Transfer,Gujarat,False
B041946,2025-01-28,191.51,SUCCESS,DBT,Karnataka,True
B011510,2025-08-23,189.0,SUCCESS,DBT,Others,False
B019547,2024-08-03,109.0,SUCCESS,Bank Transfer,Others,False
B042946,2024-07-16,235.0,SUCCESS,Post Office,Others,False
B035166,2024-07-25,296.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B040576,2025-05-29,203.0,SUCCESS,DBT,Uttar Pradesh,False
B029096,2025-07-14,100.0,SUCCESS,Post Office,Rajasthan,False
B009231,2025-07-25,402.05,FAILED,DBT,Rajasthan,True
B005211,2025-12-18,264.31,SUCCESS,Cash,Uttar Pradesh,True
B033070,2024-06-15,100.0,SUCCESS,Cash,Karnataka,False
B025482,2025-07-18,324.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B006966,2025-12-29,196.0,SUCCESS,Bank Transfer,Others,False
B040014,2025-08-16,163.12,SUCCESS,Cash,Others,True
B037703,2024-07-01,289.0,SUCCESS,Bank Transfer,Others,False
B013850,2024-07-09,185.0,SUCCESS,DBT,Maharashtra,False
B014819,2024-09-10,220.49,SUCCESS,Cash,Maharashtra,True
B022567,2025-08-04,126.06,FAILED,Cash,Bihar,True
B001884,2026-02-20,336.0,SUCCESS,Cash,Others,False
B003755,2025-08-16,236.0,SUCCESS,Bank Transfer,Others,False
B015656,2025-12-08,303.0,FAILED,Cash,Karnataka,False
B037359,2024-12-01,246.0,FAILED,Cash,Others,False
B024306,2024-12-18,308.0,SUCCESS,DBT,Maharashtra,False
B006161,2024-08-22,328.0,SUCCESS,Post Office,Bihar,False
B034946,2024-10-29,219.0,SUCCESS,Cash,Maharashtra,False
B027353,2025-10-24,334.0,FAILED,Cash,Others,False
B036735,2025-02-25,270.0,FAILED,DBT,Uttar Pradesh,False
B034635,2024-12-05,108.0,FAILED,DBT,Others,False
B030175,2024-07-22,211.0,FAILED,Cash,Others,False
B000341,2025-12-14,212.0,SUCCESS,DBT,Andhra Pradesh,False
B028512,2024-10-02,234.0,SUCCESS,DBT,Karnataka,False
B029034,2025-08-31,100.0,SUCCESS,DBT,Others,False
B020156,2025-06-01,287.0,FAILED,Post Office,Uttar Pradesh,False
B047518,2026-04-24,173.8,SUCCESS,DBT,Maharashtra,True
B000065,2026-04-29,205.0,FAILED,Cash,Madhya Pradesh,False
B049563,2025-03-19,273.0,SUCCESS,Post Office,Tamil Nadu,False
B029775,2024-12-13,255.98,SUCCESS,DBT,Others,True
B045727,2025-12-26,172.0,SUCCESS,Post Office,Others,False
B041201,2024-10-20,335.0,FAILED,Cash,Bihar,False
B016709,2025-12-21,266.0,SUCCESS,Cash,Rajasthan,False
B049269,2026-05-01,221.0,SUCCESS,Post Office,Madhya Pradesh,False
B048612,2024-07-18,193.0,FAILED,Bank Transfer,Others,False
B026412,2025-08-01,181.0,FAILED,Cash,Others,False
B007678,2025-01-16,208.0,FAILED,Post Office,Others,False
B038860,2024-09-14,199.0,SUCCESS,DBT,Andhra Pradesh,False
B020721,2025-12-11,256.03,SUCCESS,Cash,Tamil Nadu,True
B011155,2024-06-19,335.0,SUCCESS,Cash,West Bengal,False
B033440,2026-02-17,221.0,SUCCESS,Cash,Others,False
B049611,2025-09-08,209.0,SUCCESS,Post Office,Andhra Pradesh,False
B016452,2024-09-28,200.0,FAILED,Post Office,Maharashtra,False
B042390,2026-01-23,312.0,SUCCESS,Bank Transfer,Others,False
B024908,2025-06-29,232.0,FAILED,Post Office,Uttar Pradesh,False
B016643,2025-12-13,205.0,SUCCESS,DBT,Uttar Pradesh,False
B031859,2024-12-08,272.0,FAILED,Bank Transfer,Bihar,False
B047065,2025-04-16,213.0,SUCCESS,Bank Transfer,Maharashtra,False
B036023,2026-04-13,191.0,SUCCESS,DBT,Others,False
B035774,2025-09-14,109.0,SUCCESS,DBT,West Bengal,False
B045083,2025-11-14,295.0,FAILED,Post Office,Bihar,False
B025405,2025-02-07,240.0,SUCCESS,Bank Transfer,Bihar,False
B034082,2024-06-18,281.0,SUCCESS,Post Office,Maharashtra,False
B001302,2026-05-28,228.0,SUCCESS,Cash,Andhra Pradesh,False
B012871,2025-02-24,374.96,SUCCESS,Cash,Others,True
B015440,2026-02-17,200.0,SUCCESS,Bank Transfer,Karnataka,False
B042076,2024-12-17,156.56,SUCCESS,Cash,Uttar Pradesh,True
B047272,2024-07-09,277.0,SUCCESS,Post Office,West Bengal,False
B027757,2025-11-30,356.0,SUCCESS,Post Office,Uttar Pradesh,False
B042275,2025-03-19,178.13,SUCCESS,Post Office,West Bengal,True
B001169,2026-04-21,205.0,FAILED,Bank Transfer,Bihar,False
B048710,2025-05-27,338.0,SUCCESS,DBT,Others,False
B001255,2025-10-14,188.23,FAILED,Bank Transfer,Others,True
B022024,2024-06-24,100.0,FAILED,Post Office,Others,False
B000634,2026-01-14,307.0,SUCCESS,Post Office,Others,False
B021758,2024-07-31,172.32,SUCCESS,Cash,West Bengal,True
B007064,2024-12-28,273.0,FAILED,DBT,Madhya Pradesh,False
B019846,2025-05-18,199.0,FAILED,Cash,Karnataka,False
B030199,2024-07-24,240.0,SUCCESS,Bank Transfer,Others,False
B027484,2024-12-21,188.0,SUCCESS,Bank Transfer,Others,False
B039238,2025-12-05,203.0,SUCCESS,Post Office,Karnataka,False
B014977,2026-01-21,203.0,FAILED,Post Office,Uttar Pradesh,False
B046600,2025-08-27,224.0,FAILED,Bank Transfer,Others,False
B044997,2025-05-04,222.0,FAILED,Bank Transfer,Uttar Pradesh,False
B043794,2025-10-17,209.0,FAILED,Post Office,Maharashtra,False
B009744,2025-06-12,216.0,FAILED,Cash,Others,False
B013726,2024-08-12,233.0,SUCCESS,Post Office,Others,False
B040061,2025-10-23,302.0,FAILED,Post Office,Uttar Pradesh,False
B014716,2025-05-23,235.0,SUCCESS,Cash,Uttar Pradesh,False
B014722,2025-11-11,189.0,SUCCESS,Bank Transfer,Andhra Pradesh,False
B010791,2025-08-31,236.69,FAILED,DBT,Others,True
B040089,2024-08-31,233.17,SUCCESS,DBT,Uttar Pradesh,True
B019785,2025-01-21,311.0,FAILED,Cash,Gujarat,False
B015945,2025-05-10,271.0,SUCCESS,DBT,Uttar Pradesh,False
B034232,2024-11-11,373.03,SUCCESS,Bank Transfer,Madhya Pradesh,True
B033954,2026-02-27,211.0,FAILED,Cash,Others,False
B036399,2024-08-18,179.0,SUCCESS,Cash,Maharashtra,False
B023197,2024-07-02,200.0,SUCCESS,DBT,Uttar Pradesh,False
B031672,2025-07-05,330.0,SUCCESS,Cash,Karnataka,False
B039552,2024-07-08,125.0,SUCCESS,Cash,Maharashtra,False
B026783,2024-08-13,119.0,SUCCESS,DBT,Maharashtra,False
B006260,2024-09-15,254.0,FAILED,Cash,Others,False
B036920,2025-08-30,263.0,FAILED,Cash,Gujarat,False
B008359,2025-08-29,198.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B025191,2025-06-01,312.0,SUCCESS,DBT,Bihar,False
B018402,2025-12-18,358.96,SUCCESS,Post Office,West Bengal,True
B017755,2026-01-29,230.0,FAILED,Bank Transfer,Uttar Pradesh,False
B008409,2025-12-25,256.0,SUCCESS,Cash,Others,False
B035859,2025-12-26,212.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B001731,2025-04-23,254.0,SUCCESS,Post Office,Uttar Pradesh,False
B039072,2024-08-11,234.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B005919,2026-03-16,205.0,FAILED,Post Office,Madhya Pradesh,False
B029143,2025-03-20,222.0,SUCCESS,Cash,Bihar,False
B029456,2025-10-24,120.0,SUCCESS,Bank Transfer,Andhra Pradesh,False
B047096,2025-07-10,194.0,FAILED,DBT,Maharashtra,False
B005688,2025-12-31,267.85,SUCCESS,DBT,Others,True
B046742,2024-12-05,211.0,SUCCESS,Cash,Maharashtra,False
B038760,2025-02-21,348.0,SUCCESS,Post Office,Others,False
B024620,2024-08-13,239.0,SUCCESS,Post Office,West Bengal,False
B008633,2024-11-06,193.0,FAILED,Cash,Others,False
B046668,2026-05-16,185.0,SUCCESS,Cash,Gujarat,False
B040425,2024-09-01,192.0,SUCCESS,Bank Transfer,Others,False
B046712,2024-10-02,306.0,SUCCESS,Post Office,Bihar,False
B003975,2024-07-20,168.41,SUCCESS,Post Office,Andhra Pradesh,True
B023628,2024-12-12,342.0,SUCCESS,Post Office,Andhra Pradesh,False
B020596,2026-05-30,210.0,FAILED,Post Office,Bihar,False
B008155,2024-08-01,265.0,FAILED,Cash,West Bengal,False
B013015,2024-09-23,108.0,SUCCESS,Bank Transfer,Others,False
B012172,2025-10-10,214.0,FAILED,Bank Transfer,Others,False
B038426,2025-02-21,222.0,FAILED,Cash,Others,False
B037778,2026-05-01,165.0,SUCCESS,DBT,Andhra Pradesh,False
B005109,2025-03-19,347.0,SUCCESS,Bank Transfer,Gujarat,False
B043500,2024-12-03,175.24,SUCCESS,DBT,Andhra Pradesh,True
B031011,2024-11-26,316.0,SUCCESS,Post Office,Bihar,False
B026341,2025-01-02,192.0,SUCCESS,Post Office,Maharashtra,False
B026188,2024-09-28,100.0,SUCCESS,Post Office,Others,False
B012452,2025-10-11,100.0,SUCCESS,Cash,Madhya Pradesh,False
B014703,2025-10-17,318.0,SUCCESS,Post Office,Others,False
B003171,2025-09-16,360.12,SUCCESS,Bank Transfer,Others,True
B004050,2026-01-02,109.58,FAILED,DBT,Others,True
B026499,2024-12-15,241.0,FAILED,DBT,Madhya Pradesh,False
B036173,2024-11-21,129.0,SUCCESS,Bank Transfer,West Bengal,False
B032928,2026-01-08,253.0,SUCCESS,DBT,Others,False
B031789,2025-02-12,274.0,SUCCESS,Cash,Tamil Nadu,False
B027982,2024-12-19,209.0,SUCCESS,Bank Transfer,Rajasthan,False
B018076,2026-03-26,305.0,SUCCESS,Bank Transfer,Rajasthan,False
B018855,2025-06-01,345.36,FAILED,Cash,Others,True
B016530,2026-05-29,221.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B048118,2024-06-21,173.0,SUCCESS,Post Office,Bihar,False
B049715,2025-06-08,330.0,SUCCESS,Post Office,Rajasthan,False
B044688,2025-05-14,301.0,SUCCESS,Post Office,Others,False
B030272,2024-09-21,216.0,SUCCESS,DBT,Bihar,False
B045844,2025-12-14,232.0,SUCCESS,Cash,Maharashtra,False
B009215,2025-02-25,101.0,SUCCESS,Bank Transfer,Others,False
B011153,2024-07-09,214.0,SUCCESS,Post Office,Maharashtra,False
B030017,2025-12-18,262.0,SUCCESS,DBT,Others,False
B031394,2025-11-17,113.0,FAILED,Bank Transfer,Others,False
B013665,2026-03-22,187.0,SUCCESS,DBT,Andhra Pradesh,False
B036149,2024-06-29,111.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B021049,2026-02-08,305.0,SUCCESS,Bank Transfer,Maharashtra,False
B023807,2025-09-23,207.0,SUCCESS,DBT,Bihar,False
B015633,2024-11-15,199.0,FAILED,DBT,West Bengal,False
B026780,2025-11-27,232.8,FAILED,Post Office,Maharashtra,True
B026906,2026-05-31,277.0,FAILED,Bank Transfer,Tamil Nadu,False
B026960,2024-11-30,139.0,SUCCESS,Cash,Rajasthan,False
B041475,2025-08-20,110.0,SUCCESS,Post Office,West Bengal,False
B037110,2025-03-28,193.0,SUCCESS,Post Office,Rajasthan,False
B013465,2025-07-31,251.0,SUCCESS,Bank Transfer,Others,False
B036422,2025-01-31,105.0,SUCCESS,DBT,Bihar,False
B014171,2025-05-02,223.74,SUCCESS,Bank Transfer,Gujarat,True
B025333,2025-10-30,226.0,SUCCESS,Cash,Bihar,False
B029837,2024-10-27,137.44,SUCCESS,Bank Transfer,Tamil Nadu,True
B031039,2025-02-07,438.0,FAILED,DBT,Uttar Pradesh,False
B032824,2024-10-25,100.0,SUCCESS,Post Office,Gujarat,False
B004974,2025-04-12,159.0,FAILED,Bank Transfer,Others,False
B014649,2025-11-22,310.0,SUCCESS,Post Office,Uttar Pradesh,False
B023277,2026-05-28,431.0,FAILED,DBT,Tamil Nadu,False
B011799,2025-12-26,231.0,SUCCESS,Bank Transfer,Others,False
B024725,2025-12-23,206.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B012773,2025-09-28,350.0,SUCCESS,Bank Transfer,West Bengal,False
B020027,2024-07-09,259.0,SUCCESS,DBT,Gujarat,False
B031030,2024-08-17,253.83,SUCCESS,DBT,Tamil Nadu,True
B032940,2025-07-19,181.0,SUCCESS,Bank Transfer,Bihar,False
B031572,2025-10-19,281.93,SUCCESS,Cash,Uttar Pradesh,True
B029557,2024-12-27,349.0,SUCCESS,DBT,Tamil Nadu,False
B023357,2024-08-01,304.0,SUCCESS,Bank Transfer,Others,False
B044472,2025-06-06,100.0,SUCCESS,Cash,Bihar,False
B048021,2025-06-10,197.0,FAILED,Post Office,Madhya Pradesh,False
B033996,2024-06-19,194.0,SUCCESS,Bank Transfer,Maharashtra,False
B004385,2026-03-25,253.0,SUCCESS,Bank Transfer,Others,False
B030374,2026-03-26,126.0,FAILED,Post Office,Rajasthan,False
B017119,2024-11-17,239.0,SUCCESS,Bank Transfer,Bihar,False
B029302,2025-12-14,226.0,FAILED,Bank Transfer,West Bengal,False
B029230,2026-01-28,270.0,SUCCESS,Post Office,Madhya Pradesh,False
B039195,2026-03-22,285.0,SUCCESS,Bank Transfer,Others,False
B036113,2025-12-31,102.0,SUCCESS,Post Office,Others,False
B027009,2024-10-15,174.0,SUCCESS,DBT,Karnataka,False
B042575,2025-11-25,104.0,SUCCESS,DBT,Others,False
B017121,2024-09-19,353.52,FAILED,DBT,Tamil Nadu,True
B003110,2025-08-31,188.78,SUCCESS,Bank Transfer,Others,True
B000588,2024-12-21,347.42,FAILED,Bank Transfer,Others,True
B024839,2025-01-07,219.0,SUCCESS,Post Office,Uttar Pradesh,False
B045034,2024-10-04,298.0,FAILED,Cash,Madhya Pradesh,False
B030242,2025-03-10,223.0,SUCCESS,DBT,Others,False
B016799,2025-01-01,199.0,FAILED,DBT,Andhra Pradesh,False
B042396,2025-05-15,268.0,SUCCESS,Cash,Maharashtra,False
B042852,2025-08-09,265.4,SUCCESS,Bank Transfer,West Bengal,True
B030413,2025-03-29,208.0,SUCCESS,DBT,Gujarat,False
B037814,2026-01-24,143.0,SUCCESS,Cash,Uttar Pradesh,False
B045957,2024-11-23,288.0,SUCCESS,Post Office,Karnataka,False
B010443,2025-02-13,281.0,SUCCESS,Bank Transfer,Maharashtra,False
B039059,2025-09-13,109.0,SUCCESS,Cash,Others,False
B009920,2024-11-01,340.0,SUCCESS,DBT,Others,False
B023972,2025-07-02,187.0,FAILED,Post Office,Tamil Nadu,False
B008286,2025-01-07,275.6,SUCCESS,Cash,Rajasthan,True
B027296,2025-10-10,274.0,FAILED,DBT,Others,False
B001734,2025-06-22,213.0,SUCCESS,DBT,Maharashtra,False
B008915,2026-03-09,303.0,SUCCESS,Cash,Gujarat,False
B018128,2025-04-30,204.0,SUCCESS,Post Office,Gujarat,False
B002181,2025-11-07,222.0,FAILED,Post Office,Tamil Nadu,False
B017338,2026-05-02,247.0,SUCCESS,Bank Transfer,West Bengal,False
B049720,2025-10-24,237.0,SUCCESS,Post Office,Others,False
B029012,2024-10-22,223.0,SUCCESS,Bank Transfer,Others,False
B009165,2026-03-19,218.0,SUCCESS,Bank Transfer,Rajasthan,False
B020746,2026-02-20,292.0,SUCCESS,Post Office,Rajasthan,False
B024374,2025-05-06,100.0,SUCCESS,Cash,West Bengal,False
B018326,2025-04-11,311.0,FAILED,Cash,Others,False
B026737,2026-01-09,206.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B045482,2025-07-31,231.0,FAILED,Cash,Karnataka,False
B027985,2024-06-25,190.0,SUCCESS,Bank Transfer,Gujarat,False
B000004,2024-11-06,244.0,SUCCESS,Post Office,Gujarat,False
B013701,2025-09-27,234.0,SUCCESS,Cash,Karnataka,False
B031525,2026-04-30,300.42,SUCCESS,Cash,Madhya Pradesh,True
B042473,2025-03-05,294.0,SUCCESS,Cash,Bihar,False
B044127,2026-04-23,222.0,SUCCESS,Post Office,Others,False
B036617,2024-06-22,170.4,SUCCESS,Cash,Madhya Pradesh,True
B041136,2024-12-09,234.0,SUCCESS,Post Office,Gujarat,False
B048992,2026-02-22,204.0,SUCCESS,Bank Transfer,Andhra Pradesh,False
B030864,2024-12-31,339.0,SUCCESS,Post Office,Karnataka,False
B003570,2025-10-19,177.19,SUCCESS,Post Office,Tamil Nadu,True
B011434,2025-11-21,102.0,SUCCESS,DBT,Others,False
B034851,2024-11-24,322.0,SUCCESS,Cash,Madhya Pradesh,False
B048475,2026-05-01,191.0,SUCCESS,Cash,Uttar Pradesh,False
B029228,2025-06-22,272.0,FAILED,Bank Transfer,Maharashtra,False
B010123,2025-02-12,303.94,SUCCESS,Cash,Others,True
B033430,2025-02-28,195.0,SUCCESS,DBT,Madhya Pradesh,False
B032247,2024-09-09,229.0,FAILED,Cash,Gujarat,False
B019387,2025-06-07,234.0,SUCCESS,Cash,Gujarat,False
B041930,2025-02-11,243.0,SUCCESS,DBT,Others,False
B006844,2025-10-30,361.46,SUCCESS,Cash,Others,True
B044140,2024-12-23,340.0,SUCCESS,Cash,Uttar Pradesh,False
B034914,2026-03-11,227.0,SUCCESS,Cash,Uttar Pradesh,False
B017371,2025-05-10,287.0,SUCCESS,Cash,Uttar Pradesh,False
B010910,2026-05-02,208.0,FAILED,DBT,Others,False
B000566,2026-04-09,243.0,FAILED,Post Office,Madhya Pradesh,False
B048174,2025-04-20,228.0,SUCCESS,DBT,Uttar Pradesh,False
B031837,2025-10-30,209.0,SUCCESS,Post Office,Uttar Pradesh,False
B016524,2026-04-09,249.0,SUCCESS,DBT,Uttar Pradesh,False
B011917,2025-10-29,191.0,SUCCESS,Post Office,Madhya Pradesh,False
B011269,2024-12-05,405.0,SUCCESS,DBT,Tamil Nadu,False
B031703,2025-12-12,217.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B022317,2024-06-30,198.0,SUCCESS,Cash,Tamil Nadu,False
B003447,2025-10-24,209.0,SUCCESS,Cash,Others,False
B014280,2025-11-24,206.0,FAILED,Bank Transfer,Uttar Pradesh,False
B005351,2025-07-26,273.0,SUCCESS,Post Office,Others,False
B000561,2025-06-16,186.0,SUCCESS,Post Office,Madhya Pradesh,False
B040386,2024-07-09,189.0,SUCCESS,Bank Transfer,Maharashtra,False
B011240,2025-04-22,271.0,SUCCESS,Post Office,Madhya Pradesh,False
B023031,2026-04-01,195.0,SUCCESS,Post Office,Madhya Pradesh,False
B022694,2026-03-07,179.0,SUCCESS,Cash,Gujarat,False
B000654,2025-08-22,177.0,FAILED,Cash,Maharashtra,False
B012115,2025-01-10,332.0,SUCCESS,Post Office,Uttar Pradesh,False
B009073,2026-02-26,232.98,FAILED,Post Office,Maharashtra,True
B036467,2026-01-12,202.0,SUCCESS,Cash,Tamil Nadu,False
B011751,2025-09-20,294.0,FAILED,Bank Transfer,Bihar,False
